timestamp,temperatura_C,dc_temp_%,dc_cooler_%
2026-03-15 19:02:10,66.62,100,0
2026-03-15 19:02:12,66.51,100,0
2026-03-15 19:02:14,66.2,100,0
2026-03-15 19:02:16,66.51,100,0
2026-03-15 19:02:18,66.25,100,0
2026-03-15 19:02:20,66.36,100,0
2026-03-15 19:02:22,66.15,100,0
2026-03-15 19:02:24,66.67,100,0
2026-03-15 19:02:26,66.62,100,0
2026-03-15 19:02:28,66.56,100,0
2026-03-15 19:02:30,66.51,100,0
2026-03-15 19:02:32,66.41,100,0
2026-03-15 19:02:34,66.62,100,0
2026-03-15 19:02:36,66.31,100,0
2026-03-15 19:02:38,66.41,100,0
2026-03-15 19:02:40,66.46,100,0
2026-03-15 19:02:42,66.31,100,0
2026-03-15 19:02:44,66.51,100,0
2026-03-15 19:02:46,66.46,100,0
2026-03-15 19:02:48,66.67,100,0
2026-03-15 19:02:50,66.41,100,0
2026-03-15 19:02:52,66.62,100,0
2026-03-15 19:02:54,66.62,100,0
2026-03-15 19:02:56,66.62,100,0
2026-03-15 19:02:58,66.67,100,0
2026-03-15 19:03:00,66.88,100,0
2026-03-15 19:03:02,66.77,100,0
2026-03-15 19:03:04,66.62,100,0
2026-03-15 19:03:06,66.51,100,0
2026-03-15 19:03:08,66.62,100,0
2026-03-15 19:03:10,66.62,100,0
2026-03-15 19:03:12,66.41,100,0
2026-03-15 19:03:14,66.62,100,0
2026-03-15 19:03:16,66.62,100,0
2026-03-15 19:03:18,66.56,100,0
2026-03-15 19:03:20,66.72,100,0
2026-03-15 19:03:22,66.56,100,0
2026-03-15 19:03:24,66.56,100,0
2026-03-15 19:03:26,66.62,100,0
2026-03-15 19:03:28,66.77,100,0
2026-03-15 19:03:30,66.88,100,0
2026-03-15 19:03:32,66.88,100,0
2026-03-15 19:03:34,66.72,100,0
2026-03-15 19:03:36,66.72,100,0
2026-03-15 19:03:38,66.62,100,0
2026-03-15 19:03:40,66.72,100,0
2026-03-15 19:03:42,66.56,100,0
2026-03-15 19:03:44,66.72,100,0
2026-03-15 19:03:46,66.77,100,0
2026-03-15 19:03:48,66.82,100,0
2026-03-15 19:03:50,66.72,100,0
2026-03-15 19:03:52,66.77,100,0
2026-03-15 19:03:54,66.72,100,0
2026-03-15 19:03:56,66.77,100,0
2026-03-15 19:03:58,67.03,100,0
2026-03-15 19:04:00,66.93,100,0
2026-03-15 19:04:02,66.82,100,0
2026-03-15 19:04:04,67.03,100,0
2026-03-15 19:04:06,66.88,100,0
2026-03-15 19:04:08,67.03,100,0
2026-03-15 19:04:10,67.08,100,0
2026-03-15 19:04:12,67.08,100,0
2026-03-15 19:04:14,66.82,100,0
2026-03-15 19:04:16,66.93,100,0
2026-03-15 19:04:18,66.72,100,0
2026-03-15 19:04:20,66.88,100,0
2026-03-15 19:04:22,66.88,100,0
2026-03-15 19:04:24,66.82,100,0
2026-03-15 19:04:26,66.72,100,0
2026-03-15 19:04:28,66.82,100,0
2026-03-15 19:04:30,66.62,100,0
2026-03-15 19:04:32,66.67,100,0
2026-03-15 19:04:34,66.72,100,0
2026-03-15 19:04:36,66.51,100,0
2026-03-15 19:04:38,66.82,100,0
2026-03-15 19:04:40,66.72,100,0
2026-03-15 19:04:42,66.67,100,0
2026-03-15 19:04:44,66.62,100,0
2026-03-15 19:04:46,66.62,100,0
2026-03-15 19:04:48,66.82,100,0
2026-03-15 19:04:50,66.56,100,0
2026-03-15 19:04:52,66.67,100,0
2026-03-15 19:04:54,66.67,100,0
2026-03-15 19:04:56,66.67,100,0
2026-03-15 19:04:58,66.51,100,0
2026-03-15 19:05:00,66.67,100,0
2026-03-15 19:05:02,66.62,100,0
2026-03-15 19:05:04,66.62,100,0
2026-03-15 19:05:06,66.62,100,0
2026-03-15 19:05:08,66.77,100,0
2026-03-15 19:05:10,66.88,100,0
2026-03-15 19:05:12,66.88,100,0
2026-03-15 19:05:14,66.56,100,0
2026-03-15 19:05:16,66.88,100,0
2026-03-15 19:05:18,66.77,100,0
2026-03-15 19:05:20,66.77,100,0
2026-03-15 19:05:22,66.56,100,0
2026-03-15 19:05:24,66.46,100,0
2026-03-15 19:05:26,66.72,100,0
2026-03-15 19:05:28,66.93,100,0
2026-03-15 19:05:30,66.93,100,0
2026-03-15 19:05:32,66.93,100,0
2026-03-15 19:05:34,66.67,100,0
2026-03-15 19:05:36,66.77,100,0
2026-03-15 19:05:38,66.72,100,0
2026-03-15 19:05:40,66.88,100,0
2026-03-15 19:05:42,67.14,100,0
2026-03-15 19:05:44,67.08,100,0
2026-03-15 19:05:46,67.08,100,0
2026-03-15 19:05:48,67.03,100,0
2026-03-15 19:05:50,66.93,100,0
2026-03-15 19:05:52,66.82,100,0
2026-03-15 19:05:54,66.72,100,0
2026-03-15 19:05:56,66.88,100,0
2026-03-15 19:05:58,66.72,100,0
2026-03-15 19:06:00,66.77,100,0
2026-03-15 19:06:02,66.98,100,0
2026-03-15 19:06:04,66.98,100,0
2026-03-15 19:06:06,66.82,100,0
2026-03-15 19:06:08,66.82,100,0
2026-03-15 19:06:10,66.82,100,0
2026-03-15 19:06:12,66.93,100,0
2026-03-15 19:06:14,66.93,100,0
2026-03-15 19:06:16,67.08,100,0
2026-03-15 19:06:18,66.98,100,0
2026-03-15 19:06:20,66.98,100,0
2026-03-15 19:06:22,67.24,100,0
2026-03-15 19:06:24,67.03,100,0
2026-03-15 19:06:26,67.03,100,0
2026-03-15 19:06:28,66.82,100,0
2026-03-15 19:06:30,67.24,100,0
2026-03-15 19:06:32,66.88,100,0
2026-03-15 19:06:34,66.93,100,0
2026-03-15 19:06:36,67.08,100,0
2026-03-15 19:06:38,66.88,100,0
2026-03-15 19:06:40,67.19,100,0
2026-03-15 19:06:42,67.03,100,0
2026-03-15 19:06:44,66.88,100,0
2026-03-15 19:06:46,66.88,100,0
2026-03-15 19:06:48,66.72,100,0
2026-03-15 19:06:50,67.08,100,0
2026-03-15 19:06:52,66.82,100,0
2026-03-15 19:06:54,67.08,100,0
2026-03-15 19:06:56,66.72,100,0
2026-03-15 19:06:58,67.03,100,0
2026-03-15 19:07:00,66.98,100,0
2026-03-15 19:07:02,66.93,100,0
2026-03-15 19:07:04,67.08,100,0
2026-03-15 19:07:06,67.08,100,0
2026-03-15 19:07:08,67.08,100,0
2026-03-15 19:07:10,67.08,100,0
2026-03-15 19:07:12,67.03,100,0
2026-03-15 19:07:14,67.08,100,0
2026-03-15 19:07:16,66.82,100,0
2026-03-15 19:07:18,66.93,100,0
2026-03-15 19:07:20,66.93,100,0
2026-03-15 19:07:22,66.88,100,0
2026-03-15 19:07:24,66.88,100,0
2026-03-15 19:07:26,66.72,100,0
2026-03-15 19:07:28,66.88,100,0
2026-03-15 19:07:30,66.98,100,0
2026-03-15 19:07:32,66.77,100,0
2026-03-15 19:07:34,66.98,100,0
2026-03-15 19:07:36,66.88,100,0
2026-03-15 19:07:38,66.93,100,0
2026-03-15 19:07:40,66.82,100,0
2026-03-15 19:07:42,66.88,100,0
2026-03-15 19:07:44,66.82,100,0
2026-03-15 19:07:46,67.24,100,0
2026-03-15 19:07:48,67.08,100,0
2026-03-15 19:07:50,67.24,100,0
2026-03-15 19:07:52,67.03,100,0
2026-03-15 19:07:54,66.82,100,0
2026-03-15 19:07:56,67.24,100,0
2026-03-15 19:07:58,66.88,100,0
2026-03-15 19:08:00,67.03,100,0
2026-03-15 19:08:02,67.03,100,0
2026-03-15 19:08:04,66.93,100,0
2026-03-15 19:08:06,66.98,100,0
2026-03-15 19:08:08,66.82,100,0
2026-03-15 19:08:10,66.77,100,0
2026-03-15 19:08:12,67.14,100,0
2026-03-15 19:08:14,67.08,100,0
2026-03-15 19:08:16,67.08,100,0
2026-03-15 19:08:18,67.24,100,0
2026-03-15 19:08:20,67.35,100,0
2026-03-15 19:08:22,67.14,100,0
2026-03-15 19:08:24,67.3,100,0
2026-03-15 19:08:26,67.45,100,0
2026-03-15 19:08:28,67.45,100,0
2026-03-15 19:08:30,67.61,100,0
2026-03-15 19:08:32,67.35,100,0
2026-03-15 19:08:34,67.56,100,0
2026-03-15 19:08:36,67.45,100,0
2026-03-15 19:08:38,67.51,100,0
2026-03-15 19:08:40,67.61,100,0
2026-03-15 19:08:42,67.24,100,0
2026-03-15 19:08:44,67.51,100,0
2026-03-15 19:08:46,67.24,100,0
2026-03-15 19:08:48,67.45,100,0
2026-03-15 19:08:50,67.3,100,0
2026-03-15 19:08:52,67.45,100,0
2026-03-15 19:08:54,67.3,100,0
2026-03-15 19:08:56,67.4,100,0
2026-03-15 19:08:58,67.56,100,0
2026-03-15 19:09:00,67.61,100,0
2026-03-15 19:09:02,67.3,100,0
2026-03-15 19:09:04,67.24,100,0
2026-03-15 19:09:06,67.4,100,0
2026-03-15 19:09:08,67.35,100,0
2026-03-15 19:09:10,67.45,100,0
2026-03-15 19:09:12,67.3,100,0
2026-03-15 19:09:14,67.3,100,0
2026-03-15 19:09:16,67.35,100,0
2026-03-15 19:09:18,67.24,100,0
2026-03-15 19:09:20,67.51,100,0
2026-03-15 19:09:22,67.03,100,0
2026-03-15 19:09:24,67.35,100,0
2026-03-15 19:09:26,67.14,100,0
2026-03-15 19:09:28,67.24,100,0
2026-03-15 19:09:30,67.4,100,0
2026-03-15 19:09:32,67.35,100,0
2026-03-15 19:09:34,67.3,100,0
2026-03-15 19:09:36,67.35,100,0
2026-03-15 19:09:38,67.35,100,0
2026-03-15 19:09:40,67.45,100,0
2026-03-15 19:09:42,67.45,100,0
2026-03-15 19:09:44,67.24,100,0
2026-03-15 19:09:46,67.14,100,0
2026-03-15 19:09:48,67.45,100,0
2026-03-15 19:09:50,67.24,100,0
2026-03-15 19:09:52,67.56,100,0
2026-03-15 19:09:54,67.51,100,0
2026-03-15 19:09:56,67.08,100,0
2026-03-15 19:09:58,67.4,100,0
2026-03-15 19:10:00,67.4,100,0
2026-03-15 19:10:02,67.35,100,0
2026-03-15 19:10:04,67.3,100,0
2026-03-15 19:10:06,67.14,100,0
2026-03-15 19:10:08,67.56,100,0
2026-03-15 19:10:10,67.24,100,0
2026-03-15 19:10:12,67.24,100,0
2026-03-15 19:10:14,67.24,100,0
2026-03-15 19:10:16,67.45,100,0
2026-03-15 19:10:18,67.24,100,0
2026-03-15 19:10:20,67.3,100,0
2026-03-15 19:10:22,67.4,100,0
2026-03-15 19:10:24,67.51,100,0
2026-03-15 19:10:26,67.56,100,0
2026-03-15 19:10:28,67.51,100,0
2026-03-15 19:10:30,67.56,100,0
2026-03-15 19:10:32,67.45,100,0
2026-03-15 19:10:34,67.67,100,0
2026-03-15 19:10:36,67.61,100,0
2026-03-15 19:10:38,67.67,100,0
2026-03-15 19:10:40,67.51,100,0
2026-03-15 19:10:42,67.61,100,0
2026-03-15 19:10:44,67.72,100,0
2026-03-15 19:10:46,67.61,100,0
2026-03-15 19:10:48,67.61,100,0
2026-03-15 19:10:50,67.61,100,0
2026-03-15 19:10:52,67.56,100,0
2026-03-15 19:10:54,67.51,100,0
2026-03-15 19:10:56,67.56,100,0
2026-03-15 19:10:58,67.51,100,0
2026-03-15 19:11:00,67.45,100,0
2026-03-15 19:11:02,67.45,100,0
2026-03-15 19:11:04,67.45,100,0
2026-03-15 19:11:06,67.61,100,0
2026-03-15 19:11:08,67.61,100,0
2026-03-15 19:11:10,67.51,100,0
2026-03-15 19:11:12,67.51,100,0
2026-03-15 19:11:14,67.61,100,0
2026-03-15 19:11:16,67.51,100,0
2026-03-15 19:11:18,67.51,100,0
2026-03-15 19:11:20,67.24,100,0
2026-03-15 19:11:22,67.56,100,0
2026-03-15 19:11:24,67.24,100,0
2026-03-15 19:11:26,67.51,100,0
2026-03-15 19:11:28,67.4,100,0
2026-03-15 19:11:30,67.24,100,0
2026-03-15 19:11:32,67.03,100,0
2026-03-15 19:11:34,67.03,100,0
2026-03-15 19:11:36,67.24,100,0
2026-03-15 19:11:38,67.35,100,0
2026-03-15 19:11:40,67.08,100,0
2026-03-15 19:11:42,67.3,100,0
2026-03-15 19:11:44,67.3,100,0
2026-03-15 19:11:46,67.14,100,0
2026-03-15 19:11:48,67.24,100,0
2026-03-15 19:11:50,67.14,100,0
2026-03-15 19:11:52,67.56,100,0
2026-03-15 19:11:54,67.51,100,0
2026-03-15 19:11:56,67.45,100,0
2026-03-15 19:11:58,67.45,100,0
2026-03-15 19:12:00,67.45,100,0
2026-03-15 19:12:02,67.51,100,0
2026-03-15 19:12:04,67.61,100,0
2026-03-15 19:12:06,67.4,100,0
2026-03-15 19:12:08,67.3,100,0
2026-03-15 19:12:10,67.45,100,0
2026-03-15 19:12:12,67.45,100,0
2026-03-15 19:12:14,67.61,100,0
2026-03-15 19:12:16,67.4,100,0
2026-03-15 19:12:18,67.56,100,0
2026-03-15 19:12:20,67.61,100,0
2026-03-15 19:12:22,67.61,100,0
2026-03-15 19:12:24,67.56,100,0
2026-03-15 19:12:26,67.51,100,0
2026-03-15 19:12:28,67.61,100,0
2026-03-15 19:12:30,67.4,100,0
2026-03-15 19:12:32,67.45,100,0
2026-03-15 19:12:34,67.24,100,0
2026-03-15 19:12:36,67.4,100,0
2026-03-15 19:12:38,67.61,100,0
2026-03-15 19:12:40,67.51,100,0
2026-03-15 19:12:42,67.56,100,0
2026-03-15 19:12:44,67.4,100,0
2026-03-15 19:12:46,67.45,100,0
2026-03-15 19:12:48,67.45,100,0
2026-03-15 19:12:50,67.61,100,0
2026-03-15 19:12:52,67.24,100,0
2026-03-15 19:12:54,67.51,100,0
2026-03-15 19:12:56,67.19,100,0
2026-03-15 19:12:58,67.3,100,0
2026-03-15 19:13:00,67.45,100,0
2026-03-15 19:13:02,67.51,100,0
2026-03-15 19:13:04,67.24,100,0
2026-03-15 19:13:06,67.45,100,0
2026-03-15 19:13:08,67.35,100,0
2026-03-15 19:13:10,67.35,100,0
2026-03-15 19:13:12,67.61,100,0
2026-03-15 19:13:14,67.61,100,0
2026-03-15 19:13:16,67.67,100,0
2026-03-15 19:13:18,67.61,100,0
2026-03-15 19:13:20,67.61,100,0
2026-03-15 19:13:22,67.77,100,0
2026-03-15 19:13:24,67.83,100,0
2026-03-15 19:13:26,67.61,100,0
2026-03-15 19:13:28,67.67,100,0
2026-03-15 19:13:30,67.61,100,0
2026-03-15 19:13:32,67.67,100,0
2026-03-15 19:13:34,67.61,100,0
2026-03-15 19:13:36,67.72,100,0
2026-03-15 19:13:38,67.51,100,0
2026-03-15 19:13:40,67.61,100,0
2026-03-15 19:13:42,67.61,100,0
2026-03-15 19:13:44,67.45,100,0
2026-03-15 19:13:46,67.45,100,0
2026-03-15 19:13:48,67.56,100,0
2026-03-15 19:13:50,67.35,100,0
2026-03-15 19:13:52,67.03,100,0
2026-03-15 19:13:54,67.14,100,0
2026-03-15 19:13:56,67.14,100,0
2026-03-15 19:13:58,67.4,100,0
2026-03-15 19:14:00,67.35,100,0
2026-03-15 19:14:02,67.4,100,0
2026-03-15 19:14:04,67.3,100,0
2026-03-15 19:14:06,67.45,100,0
2026-03-15 19:14:08,67.51,100,0
2026-03-15 19:14:10,67.51,100,0
2026-03-15 19:14:12,67.3,100,0
2026-03-15 19:14:14,67.08,100,0
2026-03-15 19:14:16,67.35,100,0
2026-03-15 19:14:18,67.35,100,0
2026-03-15 19:14:20,67.45,100,0
2026-03-15 19:14:22,67.61,100,0
2026-03-15 19:14:24,67.3,100,0
2026-03-15 19:14:26,67.51,100,0
2026-03-15 19:14:28,67.3,100,0
2026-03-15 19:14:30,67.3,100,0
2026-03-15 19:14:32,67.24,100,0
2026-03-15 19:14:34,67.24,100,0
2026-03-15 19:14:36,67.35,100,0
2026-03-15 19:14:38,67.3,100,0
2026-03-15 19:14:40,67.4,100,0
2026-03-15 19:14:42,67.24,100,0
2026-03-15 19:14:44,67.45,100,0
2026-03-15 19:14:46,67.45,100,0
2026-03-15 19:14:48,67.51,100,0
2026-03-15 19:14:50,67.4,100,0
2026-03-15 19:14:52,67.35,100,0
2026-03-15 19:14:54,67.61,100,0
2026-03-15 19:14:56,67.51,100,0
2026-03-15 19:14:58,67.56,100,0
2026-03-15 19:15:00,67.51,100,0
2026-03-15 19:15:02,67.51,100,0
2026-03-15 19:15:04,67.56,100,0
2026-03-15 19:15:06,67.51,100,0
2026-03-15 19:15:08,67.61,100,0
2026-03-15 19:15:10,67.51,100,0
2026-03-15 19:15:12,67.61,100,0
2026-03-15 19:15:14,67.4,100,0
2026-03-15 19:15:16,67.45,100,0
2026-03-15 19:15:18,67.67,100,0
2026-03-15 19:15:20,67.51,100,0
2026-03-15 19:15:22,67.4,100,0
2026-03-15 19:15:24,67.51,100,0
2026-03-15 19:15:26,67.4,100,0
2026-03-15 19:15:28,67.24,100,0
2026-03-15 19:15:30,67.35,100,0
2026-03-15 19:15:32,67.3,100,0
2026-03-15 19:15:34,67.35,100,0
2026-03-15 19:15:36,67.56,100,0
2026-03-15 19:15:38,67.67,100,0
2026-03-15 19:15:40,67.61,100,0
2026-03-15 19:15:42,67.61,100,0
2026-03-15 19:15:44,67.61,100,0
2026-03-15 19:15:46,67.67,100,0
2026-03-15 19:15:48,67.61,100,0
2026-03-15 19:15:50,67.61,100,0
2026-03-15 19:15:52,67.45,100,0
2026-03-15 19:15:54,67.56,100,0
2026-03-15 19:15:56,67.45,100,0
2026-03-15 19:15:58,67.35,100,0
2026-03-15 19:16:00,67.24,100,0
2026-03-15 19:16:02,67.51,100,0
2026-03-15 19:16:04,67.45,100,0
2026-03-15 19:16:06,67.14,100,0
2026-03-15 19:16:08,67.03,100,0
2026-03-15 19:16:10,67.08,100,0
2026-03-15 19:16:12,66.98,100,0
2026-03-15 19:16:14,67.24,100,0
2026-03-15 19:16:16,67.03,100,0
2026-03-15 19:16:18,67.08,100,0
2026-03-15 19:16:20,66.77,100,0
2026-03-15 19:16:22,67.4,100,0
2026-03-15 19:16:24,67.35,100,0
2026-03-15 19:16:26,67.14,100,0
2026-03-15 19:16:28,66.82,100,0
2026-03-15 19:16:30,67.08,100,0
2026-03-15 19:16:32,66.93,100,0
2026-03-15 19:16:34,67.24,100,0
2026-03-15 19:16:36,67.3,100,0
2026-03-15 19:16:38,67.3,100,0
2026-03-15 19:16:40,67.35,100,0
2026-03-15 19:16:42,67.24,100,0
2026-03-15 19:16:44,67.24,100,0
2026-03-15 19:16:46,67.24,100,0
2026-03-15 19:16:48,67.24,100,0
2026-03-15 19:16:50,67.56,100,0
2026-03-15 19:16:52,67.08,100,0
2026-03-15 19:16:54,67.03,100,0
2026-03-15 19:16:56,67.24,100,0
2026-03-15 19:16:58,67.03,100,0
2026-03-15 19:17:00,67.03,100,0
2026-03-15 19:17:02,67.08,100,0
2026-03-15 19:17:04,67.14,100,0
2026-03-15 19:17:06,67.24,100,0
2026-03-15 19:17:08,67.14,100,0
2026-03-15 19:17:10,67.3,100,0
2026-03-15 19:17:12,67.3,100,0
2026-03-15 19:17:14,67.35,100,0
2026-03-15 19:17:16,67.51,100,0
2026-03-15 19:17:18,67.45,100,0
2026-03-15 19:17:20,67.24,100,0
2026-03-15 19:17:22,67.45,100,0
2026-03-15 19:17:24,67.56,100,0
2026-03-15 19:17:26,67.61,100,0
2026-03-15 19:17:28,67.51,100,0
2026-03-15 19:17:30,67.51,100,0
2026-03-15 19:17:32,67.61,100,0
2026-03-15 19:17:34,67.56,100,0
2026-03-15 19:17:36,67.56,100,0
2026-03-15 19:17:38,67.67,100,0
2026-03-15 19:17:40,67.51,100,0
2026-03-15 19:17:42,67.61,100,0
2026-03-15 19:17:44,67.61,100,0
2026-03-15 19:17:46,67.61,100,0
2026-03-15 19:17:48,67.61,100,0
2026-03-15 19:17:50,67.67,100,0
2026-03-15 19:17:52,67.99,100,0
2026-03-15 19:17:54,68.1,100,0
2026-03-15 19:17:56,67.72,100,0
2026-03-15 19:17:58,67.77,100,0
2026-03-15 19:18:00,67.83,100,0
2026-03-15 19:18:02,67.61,100,0
2026-03-15 19:18:04,67.67,100,0
2026-03-15 19:18:06,67.67,100,0
2026-03-15 19:18:08,67.67,100,0
2026-03-15 19:18:10,67.61,100,0
2026-03-15 19:18:12,67.61,100,0
2026-03-15 19:18:14,67.56,100,0
2026-03-15 19:18:16,67.51,100,0
2026-03-15 19:18:18,67.56,100,0
2026-03-15 19:18:20,67.24,100,0
2026-03-15 19:18:22,67.51,100,0
2026-03-15 19:18:24,67.61,100,0
2026-03-15 19:18:26,67.61,100,0
2026-03-15 19:18:28,67.61,100,0
2026-03-15 19:18:30,67.61,100,0
2026-03-15 19:18:32,67.61,100,0
2026-03-15 19:18:34,67.51,100,0
2026-03-15 19:18:36,67.61,100,0
2026-03-15 19:18:38,67.35,100,0
2026-03-15 19:18:40,67.4,100,0
2026-03-15 19:18:42,67.51,100,0
2026-03-15 19:18:44,67.61,100,0
2026-03-15 19:18:46,67.45,100,0
2026-03-15 19:18:48,67.61,100,0
2026-03-15 19:18:50,67.35,100,0
2026-03-15 19:18:52,67.45,100,0
2026-03-15 19:18:54,67.56,100,0
2026-03-15 19:18:56,67.51,100,0
2026-03-15 19:18:58,67.51,100,0
2026-03-15 19:19:00,67.45,100,0
2026-03-15 19:19:02,67.3,100,0
2026-03-15 19:19:04,67.51,100,0
2026-03-15 19:19:06,67.51,100,0
2026-03-15 19:19:08,67.45,100,0
2026-03-15 19:19:10,67.51,100,0
2026-03-15 19:19:12,67.3,100,0
2026-03-15 19:19:14,67.35,100,0
2026-03-15 19:19:16,67.77,100,0
